obsid,calid,begin,end,duration,array phase,Power (maximum zenith normalised),Freq (centre MHz),best pointing ,SN,TOAs,notes,Toa command,download command,position command,opp command,Timing command,"""On"" pulses",To be used in paper?,
1163332336,1163363656,1163332343,1163332944,602,P2C,0.383,97.92,,,,,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1163332336 --begin 1163332343 --end 1163332944 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1163332336 --calid 1163363656 --begin 1163332343 --end 1163332944 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1163332336 --calid 1163363656 --beg 1163332343 --end 1163332944 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1163332336/1163332336_*_0001.fits --time_split --obsid 1163332336 ,,,
1164110416,1164140704,1164110423,1164113274,2852,P2C,0.388,154.24,,,,Lots of rfi that needs to be removed,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1164110416 --begin 1164110423 --end 1164113274 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1164110416 --calid 1164140704 --begin 1164110423 --end 1164113274 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1164110416 --calid 1164140704 --beg 1164110423 --end 1164113274 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1164110416/1164110416_*_0001.fits --time_split --obsid 1164110416 ,,,
1182630616,1182638312,1182635219,1182635776,558,P2C,0.34,154.24,,,,,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1182630616 --begin 1182635219 --end 1182635776 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1182630616 --calid 1182638312 --begin 1182635219 --end 1182635776 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1182630616 --calid 1182638312 --beg 1182635219 --end 1182635776 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1182630616/1182630616_*_0001.fits --time_split --obsid 1182630616 ,,,
1182803416,1182802096,1182806813,1182807736,924,P2C,0.385,139.52,,,,ch086-097,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1182803416 --begin 1182806813 --end 1182807736 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1182803416 --calid 1182802096 --begin 1182806813 --end 1182807736 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1182803416 --calid 1182802096 --beg 1182806813 --end 1182807736 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1182803416/1182803416_*_0001.fits --time_split --obsid 1182803416 ,,,
1182803416,1182802096,1182806813,1182807736,924,P2C,0.385,139.52,00:24:36.15_-19:40:04.92,11.8,,ch121-132,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1182803416 --begin 1182806813 --end 1182807736 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1182803416 --calid 1182802096 --begin 1182806813 --end 1182807736 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1182803416 --calid 1182802096 --beg 1182806813 --end 1182807736 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1182803416/1182803416_*_0001.fits --time_split --obsid 1182803416 ,,,
1194350120,1194345816,1194351493,1194355040,3548,P2E,0.973,154.24,,,,,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1194350120 --begin 1194351493 --end 1194355040 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1194350120 --calid 1194345816 --begin 1194351493 --end 1194355040 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1194350120 --calid 1194345816 --beg 1194351493 --end 1194355040 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1194350120/1194350120_*_0001.fits --time_split --obsid 1194350120 ,,,
1201592720,,1201592727,1201592960,234,P2E,0.672,184.96,,,,,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1201592720 --begin 1201592727 --end 1201592960 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1201592720 --calid  --begin 1201592727 --end 1201592960 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1201592720 --calid  --beg 1201592727 --end 1201592960 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1201592720/1201592720_*_0001.fits --time_split --obsid 1201592720 ,,,
1222697776,1222695592,1222699748,1222702432,2685,P2C,0.779,154.24,00:24:25.19_-19:38:15.07,10.89,,,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1222697776 --begin 1222699748 --end 1222702432 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1222697776 --calid 1222695592 --begin 1222699748 --end 1222702432 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1222697776 --calid 1222695592 --beg 1222699748 --end 1222702432 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1222697776/1222697776_*_0001.fits --time_split --obsid 1222697776 ,,,
1225462936,1225478264,1225462943,1225463660,718,P2C,0.445,154.24,,,,,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1225462936 --begin 1225462943 --end 1225463660 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1225462936 --calid 1225478264 --begin 1225462943 --end 1225463660 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1225462936 --calid 1225478264 --beg 1225462943 --end 1225463660 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1225462936/1225462936_*_0001.fits --time_split --obsid 1225462936 ,,,
1226062160,1226054696,1226062167,1226065366,3200,P2C,0.756,154.24,00:26:35.60_-19:55:06.86,60.02,,,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1226062160 --begin 1226062167 --end 1226065366 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1226062160 --calid 1226054696 --begin 1226062167 --end 1226065366 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1226062160 --calid 1226054696 --beg 1226062167 --end 1226065366 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1226062160/1226062160_*_0001.fits --time_split --obsid 1226062160 ,,Y (discovery obs),00:26:35.60_-19:55:06.86
1273626176,,1273626178,1273627375,1198,P2E,0.654,154.24,,,,"First DDT obs, source pushed into null",,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1273626176 --begin 1273626178 --end 1273627375 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1273626176 --calid  --begin 1273626178 --end 1273627375 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1273626176 --calid  --beg 1273626178 --end 1273627375 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1273626176/1273626176_*_0001.fits --time_split --obsid 1273626176 ,,,"00:26:35.60_-19:55:06.86', '"
1274143152,1274143032,1274143154,1274144351,1198,P2E,0.979,154.24,00:26:37.50_-19:56:15.04,54.25,,Done,--subint 300,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1274143152 --begin 1274143154 --end 1274144351 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1274143152 --calid 1274143032 --begin 1274143154 --end 1274144351 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1274143152 --calid 1274143032 --beg 1274143154 --end 1274144351 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1274143152/1274143152_*_0001.fits --time_split --obsid 1274143152 --subint 300,-S 0 -T 703,Y,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04"
1274226696,1274227176,1274226698,1274226999,302,P2E,0.496,154.24,,,,No detection,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1274226696 --begin 1274226698 --end 1274226999 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1274226696 --calid 1274227176 --begin 1274226698 --end 1274226999 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1274226696 --calid 1274227176 --beg 1274226698 --end 1274226999 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1274226696/1274226696_*_0001.fits --time_split --obsid 1274226696 ,,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '"
1274565008,1274564888,1274565010,1274565607,598,P2E,0.346,154.24,,,,No detection,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1274565008 --begin 1274565010 --end 1274565607 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1274565008 --calid 1274564888 --begin 1274565010 --end 1274565607 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1274565008 --calid 1274564888 --beg 1274565010 --end 1274565607 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1274565008/1274565008_*_0001.fits --time_split --obsid 1274565008 ,,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '"
1274573984,1274573864,1274573986,1274574583,598,P2E,0.804,154.24,00:26:36.49_-19:55:54.87,51.91,,"Done, missing a second or two but close enough",--subint 300,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1274573984 --begin 1274573986 --end 1274574583 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1274573984 --calid 1274573864 --begin 1274573986 --end 1274574583 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1274573984 --calid 1274573864 --beg 1274573986 --end 1274574583 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1274573984/1274573984_*_0001.fits --time_split --obsid 1274573984 --subint 300,-S 0 -T 510,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87"
1274745312,1274745792,1274745314,1274745615,302,P2E,0.479,154.24,,,,No detection,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1274745312 --begin 1274745314 --end 1274745615 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1274745312 --calid 1274745792 --begin 1274745314 --end 1274745615 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1274745312 --calid 1274745792 --beg 1274745314 --end 1274745615 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1274745312/1274745312_*_0001.fits --time_split --obsid 1274745312 ,,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '"
1275085816,1275085696,1275085818,1275087015,1198,P2E,0.629,154.24,,,,No detection,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275085816 --begin 1275085818 --end 1275087015 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275085816 --calid 1275085696 --begin 1275085818 --end 1275087015 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275085816 --calid 1275085696 --beg 1275085818 --end 1275087015 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275085816/1275085816_*_0001.fits --time_split --obsid 1275085816 ,,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '"
1275092416,1275085696,1275092418,1275093615,1198,P2E,0.785,154.24,00:26:32.41_-19:55:47.26,26.34,Y,Done. Using two commands to process toas,"--dspsr_options ""-S 20"" --subint 300, --dspsr_options ""-S 420"" --subint 300",nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275092416 --begin 1275092418 --end 1275093615 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275092416 --calid 1275085696 --begin 1275092418 --end 1275093615 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275092416 --calid 1275085696 --beg 1275092418 --end 1275093615 --run_type fresh_run --vcstools devel --mwa_search devel,"nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275092416/1275092416_*_0001.fits --time_split --obsid 1275092416 --dspsr_options ""-S 20"" --subint 300, --dspsr_options ""-S 420"" --subint 300","-S 44 -T 252\n-S 436 -T 168",,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '', '00:26:32.41_-19:55:47.26"
1275094456,1275085696,1275094458,1275095655,1198,P2E,0.708,154.24,,,,No detection,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275094456 --begin 1275094458 --end 1275095655 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275094456 --calid 1275085696 --begin 1275094458 --end 1275095655 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275094456 --calid 1275085696 --beg 1275094458 --end 1275095655 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275094456/1275094456_*_0001.fits --time_split --obsid 1275094456 ,,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '', '00:26:32.41_-19:55:47.26', '"
1275172216,1275172096,1275172218,1275173415,1198,P2E,0.629,154.24,,,,No detection,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275172216 --begin 1275172218 --end 1275173415 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275172216 --calid 1275172096 --begin 1275172218 --end 1275173415 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275172216 --calid 1275172096 --beg 1275172218 --end 1275173415 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275172216/1275172216_*_0001.fits --time_split --obsid 1275172216 ,,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '', '00:26:32.41_-19:55:47.26', '', '"
1275177136,1275172096,1275177138,1275178335,1198,P2E,0.804,154.24,00:26:35.73_-19:56:04.96,18.28,Y,Done,"--dspsr_options ""-S 700"" --subint 350 ",nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275177136 --begin 1275177138 --end 1275178335 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275177136 --calid 1275172096 --begin 1275177138 --end 1275178335 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275177136 --calid 1275172096 --beg 1275177138 --end 1275178335 --run_type fresh_run --vcstools devel --mwa_search devel,"nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275177136/1275177136_*_0001.fits --time_split --obsid 1275177136 --dspsr_options ""-S 700"" --subint 350 ",-S 711 -T 319,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '', '00:26:32.41_-19:55:47.26', '', '', '00:26:35.73_-19:56:04.96"
1275178816,1275172096,1275178818,1275180015,1198,P2E,0.78,154.24,00:26:34.89_-19:56:04.96,47.99,Y,Done,"--dspsr_options ""-T 300"" --subint 300, --dspsr_options ""-S 400"" --subint 400",nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275178816 --begin 1275178818 --end 1275180015 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275178816 --calid 1275172096 --begin 1275178818 --end 1275180015 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275178816 --calid 1275172096 --beg 1275178818 --end 1275180015 --run_type fresh_run --vcstools devel --mwa_search devel,"nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275178816/1275178816_*_0001.fits --time_split --obsid 1275178816 --dspsr_options ""-T 300"" --subint 300, --dspsr_options ""-S 400"" --subint 400","-S 0 -T 269\n-S 436 (no -T = go to the end of observation)",Y,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '', '00:26:32.41_-19:55:47.26', '', '', '00:26:35.73_-19:56:04.96', '00:26:34.89_-19:56:04.96"
1275258616,1275260432,1275258618,1275259815,1198,P2E,0.629,154.24,00:26:35.67_-19:55:47.26,16.86,Y,Done,"--dspsr_options ""-T 350"" --subint 350",nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275258616 --begin 1275258618 --end 1275259815 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275258616 --calid 1275260432 --begin 1275258618 --end 1275259815 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275258616 --calid 1275260432 --beg 1275258618 --end 1275259815 --run_type fresh_run --vcstools devel --mwa_search devel,"nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275258616/1275258616_*_0001.fits --time_split --obsid 1275258616 --dspsr_options ""-T 350"" --subint 350",-S 0 -T 318,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '', '00:26:32.41_-19:55:47.26', '', '', '00:26:35.73_-19:56:04.96', '00:26:34.89_-19:56:04.96', '00:26:35.67_-19:55:47.26"
1275261736,1275260432,1275261738,1275262935,1198,P2E,0.784,154.24,,,,vcs boxes where full so missing files,,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/vcs_download.nf --obsid 1275261736 --begin 1275261738 --end 1275262935 -w . -resume,nextflow run /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/find_candidate_position.nf --obsid 1275261736 --calid 1275260432 --begin 1275261738 --end 1275262935 --fraction 0.6 --loops 2 --period 1.30614 --dm 20.798 --pointing_grid 00:26:37.30_-19:56:27.63 -resume --summed=false,observation_processing_pipeline.py  --obsid 1275261736 --calid 1275260432 --beg 1275261738 --end 1275262935 --run_type fresh_run --vcstools devel --mwa_search devel,nextflow /astro/mwavcs/nswainston/code/mwa_search/mwa_search/nextflow/candidate_TOAs.nf --fits_file /astro/mwavcs/pulsar_search/psr2_J0024-1932/1275261736/1275261736_*_0001.fits --time_split --obsid 1275261736 ,,,"00:26:35.60_-19:55:06.86', '', '00:26:37.50_-19:56:15.04', '', '', '00:26:36.49_-19:55:54.87', '', '', '00:26:32.41_-19:55:47.26', '', '', '00:26:35.73_-19:56:04.96', '00:26:34.89_-19:56:04.96', '00:26:35.67_-19:55:47.26', '"
